questionId,answer,createdAt
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:43:22.152Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:43:22.251Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:43:34.414Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:46:04.825Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:46:06.756Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:46:09.000Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:46:09.352Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:46:19.437Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:46:19.593Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:46:41.321Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:46:43.045Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:47:40.723Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:47:40.983Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:48:05.543Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:50:05.937Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:50:27.629Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:53:12.149Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:54:20.464Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:55:22.532Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:55:22.699Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:55:28.797Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:55:34.001Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:55:37.942Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:57:30.634Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:57:56.657Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:58:02.639Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:58:09.708Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:58:15.244Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:58:24.764Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:58:28.688Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:58:37.717Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:58:59.719Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:59:01.813Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:59:05.904Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:59:10.226Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:59:21.691Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:59:22.933Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T19:59:24.898Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T19:59:38.320Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T20:00:06.408Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T20:00:13.885Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T20:01:26.618Z
7bpFZzN4SDWwtTTtv,B,2016-10-06T20:01:50.873Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T20:02:47.513Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T20:02:47.945Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T20:03:01.720Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T20:03:02.258Z
7bpFZzN4SDWwtTTtv,A,2016-10-06T20:03:20.861Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:03:32.819Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:03:47.928Z
7CwNGdoXD94vyibNv,B,2016-10-06T20:04:26.856Z
7CwNGdoXD94vyibNv,B,2016-10-06T20:04:27.407Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:04:51.710Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:06:06.496Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:06:06.940Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:06:39.175Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:06:41.288Z
7CwNGdoXD94vyibNv,B,2016-10-06T20:06:45.843Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:06:54.827Z
7CwNGdoXD94vyibNv,B,2016-10-06T20:06:55.477Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:07:28.345Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:07:44.299Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:07:44.950Z
7CwNGdoXD94vyibNv,B,2016-10-06T20:07:45.493Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:07:49.704Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:08:28.084Z
7CwNGdoXD94vyibNv,B,2016-10-06T20:08:32.684Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:08:41.382Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:08:48.284Z
7CwNGdoXD94vyibNv,B,2016-10-06T20:09:54.625Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:09:59.852Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:10:00.338Z
7CwNGdoXD94vyibNv,B,2016-10-06T20:10:19.259Z
7CwNGdoXD94vyibNv,B,2016-10-06T20:10:19.423Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:10:32.483Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:10:44.999Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:11:12.187Z
7CwNGdoXD94vyibNv,A,2016-10-06T20:11:22.540Z
